"Date" "Year" "Quarter" "Appr..status" "Seq.No." "Sampling.type" "Vessel" "Trip" "Station" "Gear" "Mesh.size" "Validity..haul." "Subsample" "Fate" "Processing" "Catagory" "Max.maturity" "Subdiv." "Rect." "ICES" "Depth" "Fishno" "LngtClass" "Age" "Age.quality" "IndWgt" "Sex" "Maturity" "Otolithno" "Spmen.note" "Fat.content..code." "Age.quality...code." "Nematodes..code." "Area" "Area_Year"
"140929" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 104 180 1 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140930" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 103 180 1 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140931" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 101 180 1 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140932" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 98 180 1 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140933" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 102 180 2 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140934" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 97 180 3 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140935" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 99 180 3 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140936" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 100 180 3 NA 36 "" NA NA "" NA NA NA 25 "25.1992"
"140937" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 108 185 1 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140938" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 115 185 1 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140939" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 109 185 1 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140940" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 106 185 2 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140941" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 112 185 2 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140942" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 111 185 2 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140943" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 107 185 3 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140944" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 114 185 3 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140945" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 113 185 3 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140946" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 110 185 3 NA 41 "" NA NA "" NA NA NA 25 "25.1992"
"140947" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 117 190 1 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140948" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 122 190 1 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140949" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 119 190 2 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140950" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 121 190 2 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140951" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 116 190 3 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140952" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 124 190 3 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140953" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 120 190 3 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140954" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 118 190 3 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140955" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 125 190 4 NA 42 "" NA NA "" NA NA NA 25 "25.1992"
"140957" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 134 195 1 NA 45 "" NA NA "" NA NA NA 25 "25.1992"
"140958" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 126 195 2 NA 45 "" NA NA "" NA NA NA 25 "25.1992"
"140959" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 133 195 2 NA 45 "" NA NA "" NA NA NA 25 "25.1992"
"140960" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 127 195 3 NA 45 "" NA NA "" NA NA NA 25 "25.1992"
"140961" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 135 195 3 NA 45 "" NA NA "" NA NA NA 25 "25.1992"
"140962" "9/29/92" 1992 3 "Final" 445 2 "SEPI" 44 181 321 9 "V" 0 8 0 9 8 "25" 3959 "39G4" 73 132 195 3 NA 45 "" NA NA "" NA NA NA 25 "25.1992"
